	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_shahii	Anaerostipes_hadrus	Anaerotruncus_unclassified	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_dorei	Bacteroides_faecis	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_ovatus	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_bifidum	Bifidobacterium_longum	Bilophila_unclassified	Bilophila_wadsworthia	Burkholderiales_bacterium_1_1_47	C2likevirus_unclassified	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_leptum	Clostridium_symbiosum	Collinsella_aerofaciens	Coprococcus_catus	Coprococcus_comes	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Dorea_unclassified	Escherichia_coli	Escherichia_unclassified	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Haemophilus_parainfluenzae	Holdemania_filiformis	Holdemania_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Odoribacter_splanchnicus	Oscillibacter_unclassified	Parabacteroides_distasonis	Parabacteroides_merdae	Parabacteroides_unclassified	Parasutterella_excrementihominis	Peptostreptococcaceae_noname_unclassified	Prevotella_copri	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_bromii	Ruminococcus_gnavus	Ruminococcus_obeum	Ruminococcus_torques	Streptococcus_parasanguinis	Streptococcus_salivarius	Subdoligranulum_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified
CSM67UH7	5932	0	52	16	0	2	2	224	30	0	0	160	486	50	0	275	0	724	1	0	0	0	0	12	0	148	5	0	0	0	106	0	0	0	2	0	0	5	16	0	5	5	2	2	1	25	4	0	101	4	0	185	0	20	23	0	0	0	42	7	9	1	0	0	0	1	0	46	64	2	0	3	2	40	0	0	0	0	5	61	0	0	1043	0	0	0	1
CSM79HGX	0	1	50	338	0	0	0	494	0	0	0	0	0	190	1757	153	717	992	139	0	0	0	0	0	0	0	0	0	2	0	6	1	0	0	7	0	157	0	153	0	0	0	5	0	0	332	0	0	312	322	8	1755	30	0	2	3	30	10	0	0	0	2	0	36	77	403	190	24	0	0	0	0	0	0	5	0	0	103	5	107	0	1	172	0	0	0	0
CSM79HGZ	821	0	829	650	3	0	0	397	424	0	0	69	2479	72	0	408	0	1210	1	0	0	0	0	18	0	46	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	89	0	1	412	14	0	545	0	22	0	0	2	0	115	0	0	3	0	0	13	3	0	156	8	0	0	7	193	33	43	0	0	0	1	21	0	0	821	0	0	7	3
CSM79HOV	0	5	22	855	143	0	4	341	477	0	3	0	0	4	233	326	909	2692	17	282	0	0	0	0	0	8	75	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	112	0	0	25	323	2	847	0	47	0	0	0	0	268	0	0	2	20	121	16	514	57	36	2	0	0	12	30	0	8	0	42	0	4	38	7	5	972	0	0	0	1
CSM79HOX	277	0	633	408	4	0	2	324	1021	0	0	104	1776	111	1	482	1	1371	1	0	0	0	0	5	0	31	11	0	0	0	0	0	0	0	0	0	0	2	4	0	1	0	2	0	0	110	0	0	379	18	0	1039	0	11	0	0	4	0	199	0	0	2	13	0	12	1	0	137	5	0	0	15	446	49	3	0	0	0	2	31	0	0	917	0	0	0	0
CSM79HOZ	647	0	764	676	2	0	0	307	524	0	0	127	1889	62	0	693	0	1354	1	0	0	0	0	27	0	68	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	3	0	0	63	0	1	336	129	0	729	0	1	1	0	0	0	216	0	0	3	8	0	15	3	0	233	13	0	0	10	159	42	144	0	0	0	1	3	0	0	692	0	0	0	0
CSM79HP2	294	0	632	548	3	0	1	605	404	1	0	156	2377	130	0	381	0	1135	1	0	0	0	0	12	0	37	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32	0	1	313	320	0	1182	0	6	0	0	13	0	93	0	0	1	13	0	12	3	0	160	5	11	0	9	380	69	72	0	0	0	1	12	0	0	521	0	0	0	1
CSM79HP4	484	0	656	538	2	0	0	413	526	0	0	44	1728	94	0	368	0	1038	1	0	0	0	0	21	0	44	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	55	0	1	558	102	0	1197	0	0	0	0	2	0	226	0	0	2	0	0	27	2	0	64	13	0	0	12	617	126	131	0	0	0	1	0	0	0	829	0	0	0	0
CSM79HP6	295	0	333	535	3	0	2	532	865	1	0	63	1494	93	0	410	0	1015	1	0	0	0	0	10	0	44	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	151	0	0	441	141	0	1541	0	8	0	1	0	0	130	0	0	2	0	46	23	4	0	145	8	20	0	23	434	51	253	0	0	0	1	13	0	0	785	0	0	3	0
CSM7KOOH	711	0	712	649	5	0	0	259	2109	20	0	123	1622	75	0	168	508	331	4	0	0	0	0	9	0	77	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	2	0	0	47	0	0	3	97	0	482	0	12	0	0	2	0	35	0	0	2	4	0	9	1	0	0	5	0	0	16	59	32	622	0	0	0	4	34	3	0	863	0	0	6	1
CSM7KOOJ	472	0	724	561	2	0	2	454	1659	0	0	117	1356	119	0	227	670	565	1	0	0	0	0	16	0	125	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	4	0	0	63	0	0	378	110	0	783	0	40	1	0	0	0	114	0	0	3	2	42	13	2	0	28	10	9	0	8	295	55	191	0	0	0	2	15	0	0	601	0	0	5	4
CSM7KOOL	187	0	541	670	2	0	0	526	460	2	0	167	1539	315	0	71	771	1559	5	0	0	0	0	4	0	34	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	50	113	0	1048	0	2	0	0	10	0	127	0	0	4	0	62	6	4	0	95	2	0	0	15	347	88	33	0	0	0	0	15	0	0	690	0	0	0	0
CSM7KOON	338	0	744	606	3	0	0	312	805	0	0	46	621	148	1	301	932	955	1	0	0	0	0	5	0	37	0	0	0	0	0	0	0	0	0	0	0	3	21	0	1	14	0	0	0	102	0	11	731	71	0	741	0	0	0	1	0	0	137	0	0	3	0	0	39	1	0	31	8	0	0	44	81	29	216	0	0	0	5	33	0	0	1481	0	0	0	0
CSM7KOOP	860	0	454	424	1	0	0	185	518	0	0	49	524	100	0	149	1015	1106	0	0	0	0	0	30	0	47	4	0	0	0	0	0	0	0	1	0	0	2	10	0	0	3	0	0	2	187	0	1	519	125	0	986	0	5	7	0	8	0	402	0	0	4	9	0	42	4	0	16	20	4	0	18	383	88	393	0	0	0	2	9	0	0	1052	0	0	2	1
CSMA8M9R	544	0	596	447	2	0	1	449	942	0	0	206	1226	97	0	232	972	658	1	0	0	0	0	9	0	21	35	0	0	0	0	0	0	1	0	0	0	1	5	0	2	2	0	4	4	6	0	1	649	21	0	738	0	14	2	0	0	0	202	0	0	3	4	54	20	4	0	25	4	10	0	17	359	75	243	0	0	0	3	30	0	0	841	0	0	7	3
CSMAAEUA	280	0	344	559	2	0	0	374	399	0	0	64	1617	175	0	181	1204	1585	3	0	0	0	0	6	0	37	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	3	2	0	0	51	1	1	335	55	0	510	0	21	0	0	4	0	158	0	0	2	0	40	7	11	0	624	10	5	0	42	534	55	0	0	0	0	3	6	0	0	519	0	0	0	1
CSMAE44D	190	0	766	679	9	0	3	297	342	0	0	136	1765	106	0	233	420	2036	2	0	0	0	0	3	0	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	21	0	0	175	111	0	848	0	13	0	0	2	0	168	0	0	3	1	42	17	2	0	71	3	0	0	47	300	20	85	0	0	0	0	0	0	0	763	0	0	2	3
CSMAG78W	0	0	0	794	0	0	2	122	0	0	0	0	2998	0	0	0	2430	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	2	27	580	0	1040	0	0	4	0	0	0	83	0	0	6	8	69	27	0	0	0	0	0	0	52	242	97	0	0	0	0	3	6	0	0	575	0	0	0	0
CSMAHYLR	0	0	9	864	7	0	2	1035	0	0	0	0	2889	1	1	0	2152	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	1	0	0	0	0	1	167	236	0	591	0	0	0	0	0	0	46	0	0	5	0	66	23	0	0	0	0	0	0	28	163	23	83	0	0	0	3	21	0	0	728	0	0	0	0
HSM5MD5B	21	26	50	0	0	5	1	151	0	0	0	0	0	88	103	24	400	95	1	0	77	58	60	19	0	213	0	3	2	2	10	2	0	28	32	4	12	0	22	675	2	59	0	133	18	11	10	0	305	0	43	1832	2	795	4	0	17	2	10	7	4	6	0	0	19	0	237	0	124	0	0	25	164	63	0	6	48	6	21	36	37	92	886	28	43	9	524
HSM5MD5D	107	275	193	0	0	0	0	505	0	7	0	0	0	202	67	83	352	505	2	0	26	13	13	128	1	71	39	1	10	0	18	2	0	13	366	6	39	0	10	169	2	38	0	4	0	5	17	0	512	0	244	2873	21	7	8	0	69	0	12	3	0	30	0	0	60	0	719	0	56	3	0	21	0	4	0	149	346	0	4	42	0	0	410	0	2	6	8
HSM5MD6I	0	36	176	0	50	14	0	0	0	0	0	0	2292	618	3908	0	0	0	0	0	0	0	0	32	0	17	0	2	2	0	45	1	0	1	19	1	0	0	3	0	2	15	0	0	0	3	23	3	971	0	0	1500	7	0	2	0	1	0	7	1	5	6	6	0	31	0	0	1	9	0	0	38	0	17	0	0	34	1	11	18	0	0	71	0	0	1	2
HSM5MD6K	0	80	322	0	91	18	10	0	0	0	0	0	2142	443	3185	0	1	0	0	0	0	0	0	120	0	16	0	0	0	0	43	0	0	1	17	0	0	0	8	14	4	26	0	0	0	4	16	9	608	0	0	2519	8	0	1	0	0	0	1	1	7	4	6	0	24	0	0	1	8	0	0	5	1	46	0	0	51	0	12	14	0	0	113	0	0	0	0
HSM5MD6M	0	31	150	0	34	1	0	0	0	0	0	0	1620	377	4669	0	1	1	0	0	0	0	0	36	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	9	4	0	0	9	0	0	1093	0	0	1774	0	0	0	0	1	2	0	0	0	0	0	0	8	0	0	0	4	0	0	20	0	66	0	0	32	14	0	13	0	0	12	0	0	0	0
HSM5MD6Q	0	86	798	934	0	2	0	876	0	0	0	0	0	713	2052	0	1863	150	105	0	10	0	3	0	0	0	0	1	2	3	2	4	0	4	11	3	0	0	4	51	4	16	0	54	0	42	8	0	147	12	0	1015	8	17	0	0	0	0	11	15	5	8	8	0	61	0	0	361	0	0	0	22	0	15	9	0	0	0	7	20	0	2	72	2	11	168	163
HSM5MD6W	0	0	0	0	0	0	0	184	0	0	0	0	1	1038	5452	0	238	203	138	0	0	0	23	0	0	0	1	1	0	5	5	0	0	2	0	18	0	0	14	119	2	18	0	0	0	0	0	18	0	0	0	1495	7	0	0	0	0	1	9	62	0	5	0	0	40	0	0	462	0	4	0	80	0	0	0	0	0	48	3	84	0	0	210	0	0	0	3
HSM67VDT	202	37	178	1110	53	0	1	330	0	20	197	1	1	285	4459	136	750	812	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	14	0	5	0	0	51	0	6	0	13	2	1	0	0	169	39	21	162	1	6	0	0	0	3	0	0	0	0	3	66	51	0	509	0	12	0	0	3	0	1	2	23	0	6	10	16	0	3	155	0	0	2	1
HSM67VEO	2	22	161	836	29	3	0	160	43	1011	0	30	0	143	1904	71	459	1	11	0	0	0	7	5	0	9	1	0	0	3	0	0	0	0	1	0	4	0	5	28	4	7	0	0	0	30	4	2	2460	144	0	878	0	39	0	0	0	6	82	0	0	0	4	46	30	57	673	0	12	7	0	7	251	32	0	0	96	36	3	46	0	0	43	2	0	17	7
HSM67VEQ	0	154	569	788	392	3	2	488	111	583	0	423	0	179	1065	55	229	1	23	0	0	0	34	7	0	8	0	0	0	0	0	0	0	38	2	0	13	3	38	72	9	7	0	5	0	125	13	0	1382	699	0	784	0	3	0	0	0	1	42	0	1	1	0	240	15	140	528	0	6	0	0	2	7	1	6	0	391	7	24	57	1	0	186	0	0	0	0
HSM67VES	0	95	291	593	171	5	0	302	252	802	0	8	1	379	1794	74	586	1	7	0	0	0	21	11	0	6	18	0	0	2	0	0	0	0	0	0	5	1	8	29	7	11	0	5	0	18	9	1	1302	854	0	731	0	0	0	0	3	6	32	0	1	1	2	129	17	103	855	0	5	2	0	9	145	17	0	0	90	46	8	22	0	0	79	0	0	0	0
HSM67VEU	3	62	299	821	96	2	0	222	31	649	0	26	0	206	1184	66	482	1	16	0	0	0	4	15	0	5	0	0	0	1	0	0	0	0	51	0	5	0	1	26	1	9	0	0	0	13	1	3	1763	895	0	1367	1	3	0	0	0	5	54	0	0	3	10	82	38	45	905	0	5	2	0	18	157	19	0	0	125	35	2	11	0	0	114	0	0	3	0
HSM67VEW	0	67	383	930	125	3	0	215	77	463	0	11	0	106	1255	50	515	2	6	0	0	0	44	8	0	13	0	0	0	5	0	1	0	0	1	0	17	1	44	89	16	20	0	15	2	75	19	0	2217	771	0	875	1	2	0	0	0	6	78	0	2	3	0	101	57	119	740	0	5	0	0	9	27	5	0	0	128	41	23	51	0	0	144	0	0	6	1
HSM67VF3	0	0	0	0	0	0	0	1071	0	0	0	0	0	778	5279	0	1657	259	49	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	1	0	0	1	34	0	2	0	0	1	0	0	0	0	0	0	94	5	0	0	0	0	0	1	1	0	2	0	0	19	0	0	377	0	5	0	0	313	1	0	0	0	0	1	6	0	0	16	0	0	7	1
HSM67VFR	0	0	0	0	0	29	0	0	0	0	0	0	0	2619	1666	0	2	2579	0	0	3	0	39	0	0	0	0	1	0	0	18	1	21	6	0	23	18	0	3	0	12	6	1	157	51	0	0	0	583	0	0	0	10	0	0	0	0	1	0	12	1	1	0	0	0	0	1975	0	0	3	0	0	0	2	7	0	0	44	0	100	0	1	1	0	0	3	1
HSM67VFX	31	91	222	0	0	0	0	389	0	2	0	0	0	133	196	59	745	669	0	0	24	73	7	245	3	23	63	0	1	5	4	0	0	2	62	1	17	0	26	0	3	66	0	111	13	255	11	0	545	0	80	3265	32	6	4	0	60	0	27	0	0	40	0	0	90	0	557	0	16	11	0	73	71	20	0	50	1	0	5	60	12	14	518	2	2	3	6
HSM67VFZ	24	278	628	25	0	0	0	486	0	51	0	0	0	257	550	73	819	685	3	0	2	4	5	47	0	0	0	0	1	4	7	0	0	2	59	1	7	0	21	0	2	14	0	142	0	39	2	0	469	0	91	1346	10	10	0	0	64	0	3	1	0	14	0	0	48	0	956	0	0	0	0	1	4	7	8	23	1	0	7	52	29	23	488	0	3	13	13
HSM67VG8	18	155	482	390	0	0	1	202	0	0	0	204	0	110	280	27	3002	217	5	0	0	12	13	56	1	0	1	0	1	3	3	0	0	6	6	1	11	0	8	0	3	22	0	34	2	38	3	0	65	0	10	214	8	1	0	0	7	1	13	0	0	17	0	0	64	0	429	20	0	0	0	42	4	1	0	32	253	0	7	30	11	4	168	0	0	2	2
HSM67VGA	344	13	271	807	0	1	0	724	0	81	4	8	1	53	15	687	718	614	0	0	27	187	23	121	2	77	0	8	5	0	5	2	6	1	215	6	33	0	0	981	28	16	0	6	9	9	11	6	1	78	33	1252	1	2	5	0	72	0	5	8	3	17	0	108	229	753	0	0	6	15	125	212	0	20	0	0	61	3	16	60	0	1	171	0	0	7	1
HSM67VGC	237	19	534	1173	0	0	0	434	0	43	4	2	0	43	225	163	433	338	0	0	3	11	1	19	0	38	0	0	0	0	0	0	0	1	77	0	3	0	0	585	1	4	10	6	0	79	4	0	1	142	7	4056	3	0	0	1	1	0	0	1	1	13	0	76	53	540	0	0	2	0	301	36	0	3	0	0	0	1	2	4	0	0	39	0	0	0	1
HSM67VGG	1773	39	1409	455	0	10	17	306	0	18	1	17	0	52	25	388	38	267	0	0	1	13	2	209	6	110	6	23	13	2	171	9	22	92	25	42	3	0	0	195	14	132	0	18	0	8	0	10	0	88	0	666	0	0	13	0	0	0	4	5	22	6	2	144	128	1278	0	0	2	0	12	106	0	11	0	0	0	0	2	11	0	0	191	0	0	0	0
HSM67VGK	16	0	37	362	0	0	0	83	0	7	2	1	0	6	54	101	33	69	0	0	18	9	2	107	3	8	1	0	0	0	1	0	0	0	12	0	83	0	0	595	14	27	0	0	0	1	3	1	0	48	179	1253	0	0	1	0	0	0	1	0	1	5	0	0	30	874	0	0	0	0	5487	29	0	7	315	0	0	0	6	7	0	0	62	0	0	0	0
HSM67VGK_TR	10	1	42	461	0	0	0	89	0	8	1	0	0	6	61	110	33	105	0	0	11	10	1	81	2	7	0	0	0	1	2	0	0	0	16	0	67	0	0	526	12	36	0	0	0	2	0	1	0	77	194	1017	0	0	0	0	0	0	1	0	0	3	0	0	35	808	0	0	0	0	5633	41	0	9	358	0	0	1	4	2	0	0	53	0	0	0	0
HSM67VI3	231	59	200	1113	131	0	0	265	0	28	104	0	0	278	2780	73	257	1611	0	0	0	0	129	0	0	2	0	0	0	0	0	0	0	0	12	0	68	0	0	67	3	38	0	0	3	4	6	0	902	29	39	438	1	5	0	0	1	0	0	0	1	0	8	54	54	0	383	0	8	0	0	8	4	0	0	10	0	0	46	32	1	20	391	3	0	1	3
HSM67VI5	476	43	177	739	133	2	2	328	0	15	161	0	0	365	3894	94	178	516	0	0	0	0	125	0	0	2	0	0	0	0	0	0	0	0	48	0	65	0	0	109	8	83	0	1	1	9	26	0	930	14	24	242	1	7	0	0	7	0	1	0	5	1	0	41	27	0	444	0	6	3	0	14	7	3	0	13	0	0	101	53	0	14	251	10	2	11	7
HSM67VI7	168	31	129	787	70	2	0	287	0	45	212	0	0	139	4050	134	464	779	0	0	12	0	49	0	0	3	0	0	0	0	0	0	0	0	64	0	28	0	0	75	6	48	0	8	0	4	14	0	980	48	36	177	1	4	0	0	28	0	0	0	4	1	0	52	29	0	488	0	8	0	0	11	0	0	0	8	0	0	68	80	1	4	191	3	1	5	6
HSM67VI9	375	39	155	696	103	1	0	603	0	42	153	0	0	179	3703	101	708	848	0	0	2	0	25	0	0	3	0	0	0	0	1	0	0	0	13	0	17	0	0	41	4	53	0	4	3	4	5	0	663	55	3	139	1	9	0	0	0	1	0	0	2	1	0	65	27	0	368	0	6	0	0	14	0	17	0	22	0	2	91	139	0	2	158	1	0	7	7
HSM67VIB	3	39	112	978	80	1	2	251	0	32	165	0	0	777	4216	114	668	491	0	0	19	0	143	0	0	3	0	0	1	0	7	0	0	0	60	0	2	0	0	26	11	97	0	4	2	18	0	0	113	17	26	428	3	2	1	0	0	15	2	0	2	3	0	37	44	0	353	27	15	0	0	14	18	1	0	4	0	11	8	101	2	11	373	1	2	8	8
HSM6XRQ8	36	4	3	64	2	0	0	95	19	15	15	0	549	51	42	0	26	568	28	85	1	25	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	11	0	0	0	108	0	0	43	19	3	1349	0	25	0	0	0	0	19	0	0	0	1	0	8	0	51	23	0	6	5680	9	0	391	0	0	0	2	14	7	0	0	385	0	0	1	3
HSM6XRQS	0	0	0	0	0	8	0	0	0	0	0	521	0	1222	4349	1044	0	891	0	0	0	0	3	0	0	0	0	2	0	0	66	0	27	2	0	17	0	0	0	0	0	0	3	28	0	0	0	0	211	0	0	0	31	0	0	0	3	0	0	2	0	2	4	0	0	0	1492	0	0	0	0	0	0	8	0	0	0	38	0	14	0	1	3	0	0	4	0
HSM6XRQU	0	0	0	0	0	9	0	0	0	0	0	433	0	889	4990	724	0	1083	0	0	0	0	1	0	0	0	7	1	0	3	70	1	45	1	0	29	0	0	8	0	6	2	0	45	11	0	0	0	295	0	0	13	37	17	0	0	1	0	0	1	0	3	1	0	0	0	1036	0	0	0	0	0	0	9	0	0	0	38	0	4	7	36	0	5	5	125	8
HSM6XRQW	0	0	0	0	0	5	0	0	0	0	0	268	0	580	6245	134	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	1	0	0	0	0	0	0	0	112	0	0	0	0	290	0	0	11	6	5	0	0	0	1	0	0	0	0	0	0	0	0	809	0	0	34	0	0	0	6	0	0	0	47	0	15	0	0	1	0	1	51	2
HSM6XRQY	0	0	0	0	0	10	0	0	0	0	0	1123	0	1415	4296	373	0	1229	0	0	0	0	5	0	0	0	0	0	0	6	4	0	2	0	0	13	0	0	0	0	5	0	0	35	4	0	0	0	160	0	0	65	21	6	1	0	5	4	0	0	0	2	0	0	0	0	1002	0	0	0	0	0	0	45	0	0	0	70	0	58	0	4	2	1	2	18	13
HSM6XRRJ	0	25	172	0	2	0	0	0	0	0	0	0	3800	849	3960	0	0	1	0	0	0	0	1	25	0	5	0	1	3	0	116	0	0	1	25	0	0	0	0	0	0	1	0	7	3	0	0	0	0	0	0	882	9	0	0	0	0	5	1	0	0	2	0	0	16	0	0	0	2	0	0	0	11	0	0	0	14	22	0	30	0	0	9	0	0	0	0
HSM6XRSX	140	104	69	0	0	0	4	385	0	10	0	2	0	146	195	39	510	634	2	0	213	55	3	222	4	174	755	1	9	1	9	2	0	21	34	7	46	0	23	544	6	60	0	874	0	1	15	0	326	0	64	855	13	38	24	0	69	0	18	3	0	21	0	0	77	0	224	0	113	0	0	1	13	4	16	77	96	1	6	21	1	0	909	1	7	20	20
HSM6XRT8	311	6	371	1026	0	0	0	459	0	31	4	2	0	7	52	463	1085	243	0	0	64	164	6	39	0	86	0	0	0	0	1	0	0	1	230	0	17	0	0	1516	9	17	0	0	0	48	4	6	1	144	9	1775	2	5	4	0	0	0	21	0	2	12	11	62	11	428	0	0	0	0	779	32	0	6	4	0	0	1	26	10	0	0	54	0	0	1	1
HSM6XRTG	35	1	56	348	0	0	0	133	0	16	1	1	0	2	39	200	233	120	0	0	4	7	5	34	0	45	0	1	0	0	0	0	0	0	114	0	1	0	0	80	0	3	3	0	2	14	1	1	1	260	15	1953	1	19	1	0	1	0	1	0	0	9	4	0	74	172	0	0	2	0	5737	37	0	7	17	0	0	6	1	9	0	0	115	0	0	0	0
HSM6XRUL	0	0	3	2011	156	0	1	127	0	71	202	6	921	410	1483	10	543	1536	131	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	10	2	6	0	1	5	2	0	0	177	28	4	385	3	150	0	0	0	0	5	0	0	2	0	158	17	1	298	5	0	0	0	1	155	0	0	1	0	15	4	44	0	0	137	3	9	12	0
HSM6XRUN	0	0	0	1064	76	0	0	131	0	141	110	0	1297	961	772	0	437	1811	155	0	0	7	5	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	11	1	5	12	3	0	0	0	0	109	242	4	725	0	17	0	0	0	0	10	0	0	0	0	102	16	0	38	108	0	0	0	2	1057	2	0	0	0	2	7	5	1	0	68	0	0	0	0
HSM6XRUR	14	2	3	32	0	0	0	67	20	5	11	4	187	20	73	1	17	267	6	73	2	1	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	2	0	0	78	2	1	514	0	2	0	0	0	0	3	0	0	0	1	0	3	0	10	20	0	2	8172	3	0	63	0	0	0	1	14	5	0	0	179	0	0	0	0
HSM6XRVA	644	75	205	0	58	3	0	1	0	0	0	0	2615	294	3465	0	0	1	0	0	0	0	2	47	0	28	0	1	0	0	6	0	0	3	21	0	0	0	1	34	0	22	0	0	0	14	3	6	362	0	0	1723	6	0	0	0	0	6	3	0	1	3	16	0	21	0	0	0	13	0	2	4	0	0	2	0	155	40	7	14	0	1	63	1	0	3	3
HSM6XRVC	180	54	177	0	51	1	0	0	0	0	0	0	2554	632	1675	0	0	1	0	0	0	0	0	18	0	7	0	0	0	0	1	0	0	0	21	0	0	0	1	39	0	7	0	0	0	11	3	2	442	1	0	3832	1	14	1	0	3	3	7	1	0	1	27	0	17	0	0	0	4	0	0	34	10	1	0	0	63	33	1	11	0	0	41	7	1	4	4
HSM6XRVC_TR	213	32	120	0	20	1	0	0	0	0	0	0	1516	227	1175	0	0	0	0	0	0	0	2	23	0	20	0	0	0	0	0	0	0	0	12	0	0	0	1	121	0	6	1	0	0	15	0	0	261	0	0	6056	1	7	0	0	1	2	5	0	1	2	0	0	9	0	0	0	9	0	0	17	7	0	2	0	51	20	1	1	0	0	31	3	0	2	4
HSM6XRVK	21	13	45	0	15	47	0	0	0	0	0	0	1380	427	365	0	0	0	0	0	0	0	18	4	0	9	3	1	0	1	55	0	0	0	10	0	0	0	11	512	0	63	0	0	1	115	56	9	853	0	0	4520	0	28	2	0	539	0	12	0	23	1	0	0	1	0	0	1	4	5	0	4	164	233	0	0	80	17	28	72	1	1	190	15	4	13	7
HSM7CYXE	0	0	0	0	0	0	0	1894	0	0	0	3	0	997	3499	0	1768	479	205	0	7	0	3	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	2	36	0	5	0	3	7	52	0	0	7	0	0	229	12	0	0	0	0	0	4	2	1	5	0	0	84	0	0	335	0	3	0	0	251	7	0	0	0	0	1	7	0	0	30	2	3	34	10
HSM7CYXG	0	0	0	0	0	5	0	1592	0	0	0	0	0	825	2744	0	569	466	130	0	26	0	10	0	0	0	0	5	7	2	9	3	3	3	14	14	0	0	7	84	2	28	0	19	5	21	0	3	291	0	0	1254	88	1	0	0	0	0	13	5	6	23	3	0	2	0	0	988	0	0	0	0	16	139	0	0	0	1	8	79	0	1	322	0	0	38	7
HSM7CYXI	0	0	0	0	0	0	0	875	0	0	0	3	0	1067	3945	0	1548	1089	189	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	13	0	0	8	0	0	147	0	0	334	19	0	0	0	0	0	4	0	0	5	0	0	108	0	0	328	0	0	0	0	114	19	0	0	0	0	0	0	0	0	120	0	0	6	12
HSM7CYXO	0	0	0	0	0	0	0	857	0	0	0	0	1	1126	4854	0	1368	270	208	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0	3	0	1	0	2	0	0	166	0	0	195	6	0	0	0	0	0	8	0	0	2	4	0	38	0	0	639	0	2	0	1	128	2	0	0	0	0	2	15	0	0	67	4	1	12	4
HSM7CYYF	0	0	0	0	0	19	0	1	0	0	0	0	1	2100	4700	0	3	923	0	0	2	0	43	0	0	0	0	3	0	1	11	2	14	7	0	21	16	0	10	0	11	12	4	249	0	0	0	0	381	0	0	0	21	1	0	0	0	9	0	9	1	2	0	0	0	0	1190	0	0	3	0	0	0	5	0	0	0	49	0	141	2	9	2	0	0	16	2
HSM7CYYH	0	0	0	0	0	59	0	0	0	0	0	0	0	883	1625	0	0	1766	0	0	0	0	19	0	0	0	0	0	0	4	6	0	0	0	0	0	10	0	15	0	10	4	62	406	0	0	0	0	1155	0	0	1	2	45	0	0	40	75	0	0	3	0	0	0	0	0	1818	0	0	68	0	0	0	415	0	0	0	989	0	353	8	4	1	8	4	112	29
